,datetime,y,client,close,price_am,price_pm,year,month,day,Weekday,holidays
146,2010-11-24,14,0,0,-1,-1,2010,11,24,Wednesday,0
147,2010-11-25,18,0,0,-1,-1,2010,11,25,Thursday,0
148,2010-11-26,22,0,0,-1,-1,2010,11,26,Friday,0
149,2010-11-27,26,0,0,-1,-1,2010,11,27,Saturday,0
150,2010-11-28,22,0,0,-1,-1,2010,11,28,Sunday,0
151,2010-11-29,22,0,0,-1,-1,2010,11,29,Monday,0
152,2010-11-30,21,0,0,-1,-1,2010,11,30,Tuesday,0
153,2010-12-01,23,0,0,-1,-1,2010,12,1,Wednesday,0
154,2010-12-02,14,0,0,-1,-1,2010,12,2,Thursday,0
155,2010-12-03,18,0,0,-1,-1,2010,12,3,Friday,0
156,2010-12-04,27,0,0,-1,-1,2010,12,4,Saturday,0
157,2010-12-05,16,0,0,-1,-1,2010,12,5,Sunday,0
158,2010-12-06,17,0,0,-1,-1,2010,12,6,Monday,0
159,2010-12-07,12,0,0,-1,-1,2010,12,7,Tuesday,0
160,2010-12-08,13,0,0,-1,-1,2010,12,8,Wednesday,0
161,2010-12-09,12,0,0,-1,-1,2010,12,9,Thursday,0
162,2010-12-10,19,0,0,-1,-1,2010,12,10,Friday,0
163,2010-12-11,14,0,0,-1,-1,2010,12,11,Saturday,0
164,2010-12-12,23,0,0,-1,-1,2010,12,12,Sunday,0
165,2010-12-13,16,0,0,-1,-1,2010,12,13,Monday,0
166,2010-12-14,13,0,0,-1,-1,2010,12,14,Tuesday,0
167,2010-12-15,21,0,0,-1,-1,2010,12,15,Wednesday,0
168,2010-12-16,17,0,0,-1,-1,2010,12,16,Thursday,0
169,2010-12-17,21,0,0,-1,-1,2010,12,17,Friday,0
170,2010-12-18,23,0,0,-1,-1,2010,12,18,Saturday,0
171,2010-12-19,27,0,0,-1,-1,2010,12,19,Sunday,0
172,2010-12-20,23,0,0,-1,-1,2010,12,20,Monday,0
173,2010-12-21,22,0,0,-1,-1,2010,12,21,Tuesday,0
174,2010-12-22,21,0,0,-1,-1,2010,12,22,Wednesday,0
175,2010-12-23,18,0,0,-1,-1,2010,12,23,Thursday,1
176,2010-12-24,29,0,0,-1,-1,2010,12,24,Friday,0
177,2010-12-25,28,0,0,-1,-1,2010,12,25,Saturday,0
178,2010-12-26,26,0,0,-1,-1,2010,12,26,Sunday,0
179,2010-12-27,26,0,0,-1,-1,2010,12,27,Monday,0
180,2010-12-28,18,0,0,-1,-1,2010,12,28,Tuesday,0
181,2010-12-29,23,0,0,-1,-1,2010,12,29,Wednesday,0
182,2010-12-30,15,0,0,-1,-1,2010,12,30,Thursday,0
183,2010-12-31,0,0,1,-1,-1,2010,12,31,Friday,0
184,2011-01-01,0,0,1,-1,-1,2011,1,1,Saturday,1
185,2011-01-02,0,0,1,-1,-1,2011,1,2,Sunday,0
186,2011-01-03,0,0,1,-1,-1,2011,1,3,Monday,0
187,2011-01-04,16,0,0,0,0,2011,1,4,Tuesday,0
188,2011-01-05,16,0,0,0,0,2011,1,5,Wednesday,0
189,2011-01-06,13,0,0,0,0,2011,1,6,Thursday,0
190,2011-01-07,14,0,0,0,0,2011,1,7,Friday,0
191,2011-01-08,16,0,0,0,0,2011,1,8,Saturday,0
192,2011-01-09,16,0,0,0,0,2011,1,9,Sunday,0
193,2011-01-10,14,0,0,0,0,2011,1,10,Monday,1
194,2011-01-11,13,0,0,0,0,2011,1,11,Tuesday,0
195,2011-01-12,5,0,0,0,0,2011,1,12,Wednesday,0
196,2011-01-13,9,0,0,0,0,2011,1,13,Thursday,0
197,2011-01-14,14,0,0,0,0,2011,1,14,Friday,0
198,2011-01-15,19,0,0,0,0,2011,1,15,Saturday,0
199,2011-01-16,22,0,0,0,0,2011,1,16,Sunday,0
200,2011-01-17,12,0,0,0,0,2011,1,17,Monday,0
201,2011-01-18,11,0,0,0,0,2011,1,18,Tuesday,0
202,2011-01-19,6,0,0,0,0,2011,1,19,Wednesday,0
203,2011-01-20,7,0,0,0,0,2011,1,20,Thursday,0
204,2011-01-21,14,0,0,0,0,2011,1,21,Friday,0
205,2011-01-22,17,0,0,1,0,2011,1,22,Saturday,0
206,2011-01-23,18,0,0,0,0,2011,1,23,Sunday,0
207,2011-01-24,12,0,0,0,0,2011,1,24,Monday,0
208,2011-01-25,15,0,0,0,0,2011,1,25,Tuesday,0
209,2011-01-26,13,0,0,0,0,2011,1,26,Wednesday,0
210,2011-01-27,18,0,0,1,1,2011,1,27,Thursday,0
211,2011-01-28,16,0,0,1,1,2011,1,28,Friday,0
212,2011-01-29,23,0,0,2,1,2011,1,29,Saturday,0
213,2011-01-30,28,0,0,2,1,2011,1,30,Sunday,0
214,2011-01-31,23,0,0,1,0,2011,1,31,Monday,0
215,2011-02-01,22,0,0,1,1,2011,2,1,Tuesday,0
216,2011-02-02,14,0,0,1,1,2011,2,2,Wednesday,0
217,2011-02-03,12,0,0,0,0,2011,2,3,Thursday,0
218,2011-02-04,16,0,0,0,0,2011,2,4,Friday,0
219,2011-02-05,24,0,0,1,1,2011,2,5,Saturday,0
220,2011-02-06,17,0,0,1,1,2011,2,6,Sunday,0
221,2011-02-07,15,0,0,0,0,2011,2,7,Monday,0
222,2011-02-08,7,0,0,0,0,2011,2,8,Tuesday,0
223,2011-02-09,9,0,0,0,0,2011,2,9,Wednesday,0
224,2011-02-10,21,0,0,0,0,2011,2,10,Thursday,0
225,2011-02-11,29,0,0,2,1,2011,2,11,Friday,1
226,2011-02-12,21,0,0,2,1,2011,2,12,Saturday,0
227,2011-02-13,25,0,0,1,1,2011,2,13,Sunday,0
228,2011-02-14,8,0,0,0,0,2011,2,14,Monday,0
229,2011-02-15,13,0,0,0,0,2011,2,15,Tuesday,0
230,2011-02-16,10,0,0,0,0,2011,2,16,Wednesday,0
231,2011-02-17,17,0,0,0,0,2011,2,17,Thursday,0
232,2011-02-18,22,0,0,1,0,2011,2,18,Friday,0
233,2011-02-19,25,0,0,2,2,2011,2,19,Saturday,0
234,2011-02-20,24,0,0,2,1,2011,2,20,Sunday,0
235,2011-02-21,26,0,0,0,0,2011,2,21,Monday,0
236,2011-02-22,15,0,0,1,0,2011,2,22,Tuesday,0
237,2011-02-23,21,0,0,1,0,2011,2,23,Wednesday,0
238,2011-02-24,23,0,0,1,1,2011,2,24,Thursday,0
239,2011-02-25,29,0,0,2,1,2011,2,25,Friday,0
240,2011-02-26,32,0,0,3,2,2011,2,26,Saturday,0
241,2011-02-27,33,0,0,2,2,2011,2,27,Sunday,0
242,2011-02-28,30,0,0,2,1,2011,2,28,Monday,0
243,2011-03-01,28,0,0,1,1,2011,3,1,Tuesday,0
244,2011-03-02,21,0,0,0,0,2011,3,2,Wednesday,0
245,2011-03-03,20,0,0,0,0,2011,3,3,Thursday,0
246,2011-03-04,12,0,0,1,1,2011,3,4,Friday,0
247,2011-03-05,27,0,0,2,1,2011,3,5,Saturday,0
248,2011-03-06,21,0,0,1,1,2011,3,6,Sunday,0
249,2011-03-07,22,0,0,0,0,2011,3,7,Monday,0
250,2011-03-08,21,0,0,0,0,2011,3,8,Tuesday,0
251,2011-03-09,15,0,0,0,0,2011,3,9,Wednesday,0
252,2011-03-10,21,0,0,0,0,2011,3,10,Thursday,0
253,2011-03-11,17,0,0,0,0,2011,3,11,Friday,0
254,2011-03-12,25,0,0,2,2,2011,3,12,Saturday,0
255,2011-03-13,17,0,0,2,1,2011,3,13,Sunday,0
256,2011-03-14,27,0,0,1,1,2011,3,14,Monday,0
257,2011-03-15,31,0,0,1,1,2011,3,15,Tuesday,0
258,2011-03-16,34,0,0,2,2,2011,3,16,Wednesday,0
259,2011-03-17,34,0,0,2,2,2011,3,17,Thursday,0
260,2011-03-18,42,0,0,2,2,2011,3,18,Friday,0
261,2011-03-19,40,0,0,3,3,2011,3,19,Saturday,0
262,2011-03-20,41,0,0,5,3,2011,3,20,Sunday,0
263,2011-03-21,39,0,0,3,2,2011,3,21,Monday,1
264,2011-03-22,39,0,0,3,3,2011,3,22,Tuesday,0
265,2011-03-23,37,0,0,5,4,2011,3,23,Wednesday,0
266,2011-03-24,36,0,0,5,3,2011,3,24,Thursday,0
267,2011-03-25,35,0,0,4,5,2011,3,25,Friday,0
268,2011-03-26,40,0,0,5,5,2011,3,26,Saturday,0
269,2011-03-27,35,0,0,5,4,2011,3,27,Sunday,0
270,2011-03-28,49,0,0,3,2,2011,3,28,Monday,0
271,2011-03-29,37,0,0,3,2,2011,3,29,Tuesday,0
272,2011-03-30,38,0,0,4,3,2011,3,30,Wednesday,0
273,2011-03-31,34,0,0,4,4,2011,3,31,Thursday,0
274,2011-04-01,48,0,0,4,2,2011,4,1,Friday,0
275,2011-04-02,29,0,0,5,4,2011,4,2,Saturday,0
276,2011-04-03,28,0,0,3,3,2011,4,3,Sunday,0
277,2011-04-04,23,0,0,2,1,2011,4,4,Monday,0
278,2011-04-05,25,0,0,1,1,2011,4,5,Tuesday,0
279,2011-04-06,31,0,0,0,0,2011,4,6,Wednesday,0
280,2011-04-07,28,0,0,0,0,2011,4,7,Thursday,0
281,2011-04-08,37,0,0,0,0,2011,4,8,Friday,0
282,2011-04-09,39,0,0,3,2,2011,4,9,Saturday,0
283,2011-04-10,29,0,0,2,1,2011,4,10,Sunday,0
284,2011-04-11,14,0,0,0,0,2011,4,11,Monday,0
285,2011-04-12,13,0,0,0,0,2011,4,12,Tuesday,0
286,2011-04-13,10,0,0,0,0,2011,4,13,Wednesday,0
287,2011-04-14,16,0,0,0,0,2011,4,14,Thursday,0
288,2011-04-15,32,0,0,0,0,2011,4,15,Friday,0
289,2011-04-16,25,0,0,2,2,2011,4,16,Saturday,0
290,2011-04-17,24,0,0,2,1,2011,4,17,Sunday,0
291,2011-04-18,16,0,0,0,0,2011,4,18,Monday,0
292,2011-04-19,16,0,0,0,0,2011,4,19,Tuesday,0
293,2011-04-20,11,0,0,0,0,2011,4,20,Wednesday,0
294,2011-04-21,7,0,0,0,0,2011,4,21,Thursday,0
295,2011-04-22,25,0,0,1,1,2011,4,22,Friday,0
296,2011-04-23,26,0,0,3,2,2011,4,23,Saturday,0
297,2011-04-24,24,0,0,2,1,2011,4,24,Sunday,0
298,2011-04-25,19,0,0,1,1,2011,4,25,Monday,0
299,2011-04-26,29,0,0,1,1,2011,4,26,Tuesday,0
300,2011-04-27,20,0,0,1,1,2011,4,27,Wednesday,0
301,2011-04-28,23,0,0,1,1,2011,4,28,Thursday,0
302,2011-04-29,22,0,0,2,1,2011,4,29,Friday,1
303,2011-04-30,21,0,0,3,3,2011,4,30,Saturday,0
304,2011-05-01,19,0,0,1,1,2011,5,1,Sunday,0
305,2011-05-02,21,0,0,1,0,2011,5,2,Monday,0
306,2011-05-03,15,0,0,2,1,2011,5,3,Tuesday,1
307,2011-05-04,18,0,0,1,0,2011,5,4,Wednesday,1
308,2011-05-05,15,0,0,1,0,2011,5,5,Thursday,1
309,2011-05-06,18,0,0,0,0,2011,5,6,Friday,0
310,2011-05-07,14,0,0,1,0,2011,5,7,Saturday,0
311,2011-05-08,6,0,0,0,0,2011,5,8,Sunday,0
312,2011-05-09,11,0,0,0,0,2011,5,9,Monday,0
313,2011-05-10,7,0,0,0,0,2011,5,10,Tuesday,0
314,2011-05-11,6,0,0,0,0,2011,5,11,Wednesday,0
315,2011-05-12,11,0,0,0,0,2011,5,12,Thursday,0
316,2011-05-13,5,0,0,0,0,2011,5,13,Friday,0
317,2011-05-14,21,0,0,1,1,2011,5,14,Saturday,0
318,2011-05-15,20,0,0,1,0,2011,5,15,Sunday,0
319,2011-05-16,17,0,0,0,0,2011,5,16,Monday,0
320,2011-05-17,7,0,0,0,0,2011,5,17,Tuesday,0
321,2011-05-18,11,0,0,0,0,2011,5,18,Wednesday,0
322,2011-05-19,10,0,0,0,0,2011,5,19,Thursday,0
323,2011-05-20,16,0,0,1,0,2011,5,20,Friday,0
324,2011-05-21,22,0,0,1,1,2011,5,21,Saturday,0
325,2011-05-22,21,0,0,1,1,2011,5,22,Sunday,0
326,2011-05-23,13,0,0,0,0,2011,5,23,Monday,0
327,2011-05-24,10,0,0,0,0,2011,5,24,Tuesday,0
328,2011-05-25,14,0,0,0,0,2011,5,25,Wednesday,0
329,2011-05-26,18,0,0,0,0,2011,5,26,Thursday,0
330,2011-05-27,17,0,0,1,1,2011,5,27,Friday,0
331,2011-05-28,31,0,0,2,1,2011,5,28,Saturday,0
332,2011-05-29,24,0,0,1,1,2011,5,29,Sunday,0
333,2011-05-30,24,0,0,1,0,2011,5,30,Monday,0
334,2011-05-31,25,0,0,1,0,2011,5,31,Tuesday,0
335,2011-06-01,14,0,0,1,0,2011,6,1,Wednesday,0
336,2011-06-02,15,0,0,1,0,2011,6,2,Thursday,0
337,2011-06-03,13,0,0,1,0,2011,6,3,Friday,0
338,2011-06-04,25,0,0,1,1,2011,6,4,Saturday,0
339,2011-06-05,23,0,0,1,0,2011,6,5,Sunday,0
340,2011-06-06,7,0,0,0,0,2011,6,6,Monday,0
341,2011-06-07,4,0,0,0,0,2011,6,7,Tuesday,0
342,2011-06-08,13,0,0,0,0,2011,6,8,Wednesday,0
343,2011-06-09,14,0,0,0,0,2011,6,9,Thursday,0
344,2011-06-10,18,0,0,0,0,2011,6,10,Friday,0
345,2011-06-11,20,0,0,1,1,2011,6,11,Saturday,0
346,2011-06-12,11,0,0,1,0,2011,6,12,Sunday,0
347,2011-06-13,8,0,0,0,0,2011,6,13,Monday,0
348,2011-06-14,9,0,0,0,0,2011,6,14,Tuesday,0
349,2011-06-15,11,0,0,0,0,2011,6,15,Wednesday,0
350,2011-06-16,15,0,0,0,0,2011,6,16,Thursday,0
351,2011-06-17,13,0,0,0,0,2011,6,17,Friday,0
352,2011-06-18,20,0,0,1,1,2011,6,18,Saturday,0
353,2011-06-19,16,0,0,1,1,2011,6,19,Sunday,0
354,2011-06-20,18,0,0,0,0,2011,6,20,Monday,0
355,2011-06-21,11,0,0,0,0,2011,6,21,Tuesday,0
356,2011-06-22,7,0,0,0,0,2011,6,22,Wednesday,0
357,2011-06-23,12,0,0,0,0,2011,6,23,Thursday,0
358,2011-06-24,20,0,0,1,0,2011,6,24,Friday,0
359,2011-06-25,23,0,0,2,1,2011,6,25,Saturday,0
360,2011-06-26,23,0,0,2,1,2011,6,26,Sunday,0
361,2011-06-27,18,0,0,1,0,2011,6,27,Monday,0
362,2011-06-28,21,0,0,0,0,2011,6,28,Tuesday,0
363,2011-06-29,25,0,0,1,0,2011,6,29,Wednesday,0
364,2011-06-30,24,0,0,1,2,2011,6,30,Thursday,0
365,2011-07-01,16,0,0,-1,-1,2011,7,1,Friday,0
366,2011-07-02,25,0,0,2,1,2011,7,2,Saturday,0
367,2011-07-03,17,0,0,1,1,2011,7,3,Sunday,0
368,2011-07-04,11,0,0,0,0,2011,7,4,Monday,0
369,2011-07-05,8,0,0,0,0,2011,7,5,Tuesday,0
370,2011-07-06,11,0,0,0,0,2011,7,6,Wednesday,0
371,2011-07-07,10,0,0,0,0,2011,7,7,Thursday,0
372,2011-07-08,16,0,0,0,0,2011,7,8,Friday,0
373,2011-07-09,19,0,0,1,1,2011,7,9,Saturday,0
374,2011-07-10,20,0,0,1,1,2011,7,10,Sunday,0
375,2011-07-11,17,0,0,0,0,2011,7,11,Monday,0
376,2011-07-12,10,0,0,0,0,2011,7,12,Tuesday,0
377,2011-07-13,9,0,0,0,0,2011,7,13,Wednesday,0
378,2011-07-14,16,0,0,0,0,2011,7,14,Thursday,0
379,2011-07-15,19,0,0,0,0,2011,7,15,Friday,0
380,2011-07-16,17,0,0,2,1,2011,7,16,Saturday,0
381,2011-07-17,23,0,0,2,1,2011,7,17,Sunday,0
382,2011-07-18,19,0,0,1,0,2011,7,18,Monday,1
383,2011-07-19,13,0,0,0,0,2011,7,19,Tuesday,0
384,2011-07-20,15,0,0,0,0,2011,7,20,Wednesday,0
385,2011-07-21,14,0,0,0,0,2011,7,21,Thursday,0
386,2011-07-22,18,0,0,1,0,2011,7,22,Friday,0
387,2011-07-23,22,0,0,1,1,2011,7,23,Saturday,0
388,2011-07-24,23,0,0,1,1,2011,7,24,Sunday,0
389,2011-07-25,14,0,0,1,0,2011,7,25,Monday,0
390,2011-07-26,11,0,0,1,0,2011,7,26,Tuesday,0
391,2011-07-27,14,0,0,1,0,2011,7,27,Wednesday,0
392,2011-07-28,17,0,0,1,0,2011,7,28,Thursday,0
393,2011-07-29,24,0,0,1,1,2011,7,29,Friday,0
394,2011-07-30,23,0,0,2,2,2011,7,30,Saturday,0
395,2011-07-31,31,0,0,2,1,2011,7,31,Sunday,0
396,2011-08-01,19,0,0,1,0,2011,8,1,Monday,0
397,2011-08-02,10,0,0,0,0,2011,8,2,Tuesday,0
398,2011-08-03,11,0,0,0,0,2011,8,3,Wednesday,0
399,2011-08-04,12,0,0,0,0,2011,8,4,Thursday,0
400,2011-08-05,15,0,0,0,0,2011,8,5,Friday,0
401,2011-08-06,22,0,0,1,1,2011,8,6,Saturday,0
402,2011-08-07,12,0,0,1,0,2011,8,7,Sunday,0
403,2011-08-08,15,0,0,0,0,2011,8,8,Monday,0
404,2011-08-09,13,0,0,0,0,2011,8,9,Tuesday,0
405,2011-08-10,15,0,0,0,0,2011,8,10,Wednesday,0
406,2011-08-11,11,0,0,0,0,2011,8,11,Thursday,0
407,2011-08-12,16,0,0,0,0,2011,8,12,Friday,0
408,2011-08-13,13,0,0,0,0,2011,8,13,Saturday,0
409,2011-08-14,0,0,0,0,0,2011,8,14,Sunday,0
